gene_name,B.freq,LB.freq,LP.freq,P.freq,alleleFreqSUM
RPL18,0.2878787878787879,0.5454545454545454,0.030303030303030304,0.13636363636363635,0.9999999999999999
RPL26,0.17142857142857143,0.5571428571428572,0.02857142857142857,0.24285714285714285,1.0
RPL35,0.125,0.46875,0.015625,0.390625,1.0
RPL35A,0.11965811965811966,0.4444444444444444,0.05128205128205128,0.38461538461538464,1.0
RPL5,0.1507537688442211,0.40703517587939697,0.09547738693467336,0.34673366834170855,1.0
RPS10,0.22321428571428573,0.6517857142857143,0.03571428571428571,0.08928571428571429,1.0
RPS15A,0.06666666666666667,0.4666666666666667,0.0,0.4666666666666667,1.0
RPS17,0.10256410256410256,0.1794871794871795,0.05128205128205128,0.6666666666666666,1.0
RPS19,0.10650887573964497,0.38461538461538464,0.14201183431952663,0.3668639053254438,1.0
RPS24,0.19708029197080293,0.6277372262773723,0.029197080291970802,0.145985401459854,1.0
RPS26,0.125,0.5178571428571429,0.09821428571428571,0.25892857142857145,1.0
RPS28,0.3103448275862069,0.4827586206896552,0.034482758620689655,0.1724137931034483,1.0
RPS29,0.1111111111111111,0.6222222222222222,0.08888888888888889,0.17777777777777778,1.0
RPS7,0.20863309352517986,0.5539568345323741,0.03597122302158273,0.2014388489208633,1.0
SAMD9,0.05725971370143149,0.8404907975460123,0.049079754601226995,0.053169734151329244,1.0
SAMD9L,0.13442622950819672,0.7639344262295082,0.04262295081967213,0.05901639344262295,1.0
SBDS,0.2222222222222222,0.1414141414141414,0.29292929292929293,0.3434343434343434,1.0
SLC19A2,0.06354515050167224,0.6923076923076923,0.030100334448160536,0.2140468227424749,0.9999999999999999
SLC25A13,0.05499276410998553,0.597684515195369,0.14182344428364688,0.20549927641099855,1.0
SLC2A1,0.10895522388059702,0.3925373134328358,0.13432835820895522,0.3641791044776119,1.0
SLC37A4,0.05910543130990415,0.5782747603833865,0.1501597444089457,0.2124600638977636,1.0
SLC46A1,0.2361111111111111,0.5625,0.041666666666666664,0.1597222222222222,1.0
SLC4A1,0.18421052631578946,0.37105263157894736,0.2131578947368421,0.23157894736842105,1.0
SLC7A7,0.0802675585284281,0.5936454849498328,0.1354515050167224,0.19063545150501673,1.0000000000000002
SLX4,0.1130890052356021,0.7068062827225131,0.040837696335078534,0.13926701570680627,1.0
SMAD4,0.08020924149956409,0.6129032258064516,0.06538796861377506,0.24149956408020923,1.0
SMARCAL1,0.07599517490952955,0.7177322074788902,0.05066344993968637,0.15560916767189384,1.0
SMPD1,0.046875,0.4519230769230769,0.25240384615384615,0.24879807692307693,1.0
SRP54,0.19895287958115182,0.6492146596858639,0.020942408376963352,0.13089005235602094,1.0
STK11,0.09795630725863284,0.6018322762508809,0.06835799859055673,0.23185341789992953,0.9999999999999999
SURF1,0.056818181818181816,0.6022727272727273,0.08333333333333333,0.25757575757575757,1.0
TBX1,0.07244655581947744,0.42755344418052255,0.02494061757719715,0.4750593824228028,1.0
TERC,0.06172839506172839,0.06172839506172839,0.24691358024691357,0.6296296296296297,1.0
TERT,0.04212253829321663,0.7882932166301969,0.038293216630196934,0.13129102844638948,1.0
TFR2,0.03419811320754717,0.7476415094339622,0.09669811320754718,0.1214622641509434,1.0
TGFB1,0.1864406779661017,0.7062146892655368,0.03954802259887006,0.06779661016949153,1.0
THBD,0.22674418604651161,0.6162790697674418,0.03488372093023256,0.12209302325581395,0.9999999999999999
TINF2,0.13063063063063063,0.6711711711711712,0.04954954954954955,0.14864864864864866,1.0
TMEM67,0.08010012515644556,0.5782227784730913,0.1276595744680851,0.21401752190237797,1.0
TREX1,0.04782608695652174,0.5608695652173913,0.14347826086956522,0.24782608695652175,1.0
TSR2,0.08241758241758242,0.16483516483516483,0.04945054945054945,0.7032967032967034,1.0
UBE2T,0.125,0.325,0.1,0.45,1.0
UROS,0.1794871794871795,0.23076923076923078,0.019230769230769232,0.5705128205128205,1.0
VWF,0.17928286852589642,0.20849933598937584,0.250996015936255,0.3612217795484728,1.0
WAS,0.07293354943273905,0.3889789303079417,0.08103727714748785,0.45705024311183146,1.0
WDR19,0.11387900355871886,0.6476868327402135,0.08540925266903915,0.15302491103202848,1.0
XK,0.0748663101604278,0.08021390374331551,0.0213903743315508,0.8235294117647058,1.0
XPNPEP3,0.3283582089552239,0.4253731343283582,0.04477611940298507,0.20149253731343283,1.0
XRCC2,0.09364548494983277,0.6120401337792643,0.07023411371237458,0.22408026755852842,0.9999999999999999
MT-ATP8,0.5324675324675324,0.23376623376623376,0.05194805194805195,0.18181818181818182,1.0
MT-ATP6,0.5196078431372549,0.29901960784313725,0.06862745098039216,0.11274509803921569,1.0
MT-CO1,0.48175182481751827,0.24087591240875914,0.08759124087591241,0.1897810218978102,1.0
MT-CO2,0.44155844155844154,0.2727272727272727,0.07792207792207792,0.2077922077922078,1.0
MT-CO3,0.42,0.33,0.05,0.2,1.0
MT-CYB,0.6296296296296297,0.2962962962962963,0.031746031746031744,0.042328042328042326,1.0
MT-ND1,0.5254237288135594,0.3135593220338983,0.09322033898305085,0.06779661016949153,1.0
MT-ND2,0.48623853211009177,0.43119266055045874,0.03669724770642202,0.045871559633027525,1.0
MT-ND3,0.2926829268292683,0.2682926829268293,0.04878048780487805,0.3902439024390244,1.0
MT-ND4L,0.25806451612903225,0.1935483870967742,0.0967741935483871,0.45161290322580644,1.0
MT-ND4,0.45977011494252873,0.28735632183908044,0.04597701149425287,0.20689655172413793,1.0
MT-ND5,0.53,0.31,0.045,0.115,1.0000000000000002
MT-ND6,0.4857142857142857,0.22857142857142856,0.11428571428571428,0.17142857142857143,1.0
MT-TA,0.47058823529411764,0.23529411764705882,0.11764705882352941,0.17647058823529413,1.0
MT-TR,0.21875,0.125,0.15625,0.5,1.0
MT-TN,0.3684210526315789,0.10526315789473684,0.2631578947368421,0.2631578947368421,1.0
MT-TD,0.39285714285714285,0.21428571428571427,0.14285714285714285,0.25,1.0
MT-TC,0.6428571428571429,0.17857142857142858,0.10714285714285714,0.07142857142857142,1.0
MT-TE,0.391304347826087,0.08695652173913043,0.13043478260869565,0.391304347826087,1.0
MT-TQ,0.6153846153846154,0.19230769230769232,0.07692307692307693,0.11538461538461539,1.0
MT-TG,0.36666666666666664,0.16666666666666666,0.06666666666666667,0.4,1.0
MT-TH,0.3684210526315789,0.10526315789473684,0.13157894736842105,0.39473684210526316,1.0
MT-TI,0.47368421052631576,0.10526315789473684,0.15789473684210525,0.2631578947368421,1.0
MT-TL1,0.21428571428571427,0.14285714285714285,0.42857142857142855,0.21428571428571427,0.9999999999999999
MT-TL2,0.2727272727272727,0.06060606060606061,0.15151515151515152,0.5151515151515151,1.0
MT-TK,0.2702702702702703,0.21621621621621623,0.21621621621621623,0.2972972972972973,1.0
MT-TM,0.46153846153846156,0.07692307692307693,0.23076923076923078,0.23076923076923078,1.0000000000000002
MT-TF,0.46875,0.1875,0.15625,0.1875,1.0
MT-TP,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.9999999999999999
MT-TS1,0.25,0.1388888888888889,0.25,0.3611111111111111,1.0
MT-TS2,0.2857142857142857,0.05714285714285714,0.14285714285714285,0.5142857142857142,1.0
MT-TT,0.75,0.20833333333333334,0.020833333333333332,0.020833333333333332,1.0
MT-TW,0.4,0.2,0.13333333333333333,0.26666666666666666,1.0
MT-TY,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.29411764705882354,1.0
MT-TV,0.29411764705882354,0.29411764705882354,0.23529411764705882,0.17647058823529413,1.0
MT-RNR1,0.4117647058823529,0.5,0.04411764705882353,0.04411764705882353,0.9999999999999999
MT-RNR2,0.0,0.2,0.2,0.6,1.0
POLG,0.078125,0.655625,0.1125,0.15375,1.0
POLG2,0.13227513227513227,0.6825396825396826,0.037037037037037035,0.14814814814814814,1.0
