PC_ruleset,B.rules,LB.rules,LP.rules,P.rules
PC1,0.4990750039307233,0.5067717151119829,0.48674359456759586,0.5071363153644428
PC2,-0.598063546663995,0.20431099125429864,0.714120892242619,-0.30101223275304995
PC3,0.19593628736172689,0.7054138625115041,-0.29627130271681457,-0.6133706620453783
PC4,0.5956954808441434,-0.45147616791116035,0.4066144852271058,-0.5253387709979294
